initialLabel,binaryInitialLabel,title,url,numTrueVotes,numFalseVotes,totalVotes,maxVotes,interraterPercentAgreement,agreementWithLabel,votersLabel,voterLabelWasAccurate,averageInterraterPercentAgreement,averageAgreementWithLabel,percentOfAgreeingDecisions
Partly False,0, Video of the bodies of Muslims in New York who died due to the coronavirus.,https://www.poynter.org/?ifcn_misinformation=video-of-the-bodies-of-muslims-in-new-york-who-died-due-to-the-coronavirus,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Partially false,0, Claims of cures for COVID-19 from multiple countries.,https://www.poynter.org/?ifcn_misinformation=claims-of-cures-for-covid-19-from-multiple-countries,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
Partially false,0, Claim from an â€œuncleâ€ who â€œgraduated with a masterâ€™s degreeâ€ and worked at Shenzhen Hospital offers advice on COVID-19 symptoms and treatment.,https://www.poynter.org/?ifcn_misinformation=claim-that-notes-from-an-uncle-who-graduated-with-a-masters-degree-and-worked-at-shenzhen-hospital-is-advice-on-covid-19-symptoms-and-treatment,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
Partially false,0, A second version of the coronavirus is spreading and it is far more dangerous.,https://www.poynter.org/?ifcn_misinformation=a-second-version-of-the-coronavirus-is-spreading-and-it-is-far-more-dangerous,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Partially false,0, Website offers a rapid test for COVID-19 to check yourself in seconds.,https://www.poynter.org/?ifcn_misinformation=website-offers-a-rapid-test-for-covid19-to-check-yourself-in-seconds,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Partially false,0, Image of TV reporter in hazmat suit is proof media is â€œfabricatingâ€ panic.,https://www.poynter.org/?ifcn_misinformation=image-of-tv-reporter-in-hazmat-suit-is-proof-media-is-fabricating-panic,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Partially false,0, People looted a supermarket in SÃ£o Vicente (city in Sao Paulo state) because of the lockout.,https://www.poynter.org/?ifcn_misinformation=people-looted-a-supermarket-in-sao-vicente-city-in-sao-paulo-state-because-of-the-lockout,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Partially false,0," The coronavirus did not reach the Chinese cities of Beijing and Shanghai, as well as Russia and North Korea.",https://www.poynter.org/?ifcn_misinformation=the-coronavirus-did-not-reach-the-chinese-cities-of-beijing-and-shanghai-as-well-as-russia-and-north-korea,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Partially false,0," Viral image with differences between a cold, the flu and COVID-19.",https://www.poynter.org/?ifcn_misinformation=viral-image-with-differences-between-a-cold-the-flu-and-covid-19,4,0,4,4,1,0,1,0,N/A,N/A,N/A
No evidence,0, Video shows a woman eating a bat soup in Wuhan.,https://www.poynter.org/?ifcn_misinformation=another-video-shows-a-woman-eating-a-bat-soup-in-wuhan,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
No evidence,0, Study suggests malaria drug can treat coronavirus.,https://www.poynter.org/?ifcn_misinformation=study-suggests-malaria-drug-can-treat-coronavirus,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Mostly true,0, Jobcenters (for unemployed people) close from today on in Germany.,https://www.poynter.org/?ifcn_misinformation=jobcenters-for-unemployed-people-close-from-today-on-in-germany,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Mostly false,0, Air India is operating evacuation flights to bring back stranded Indians from London.,https://www.poynter.org/?ifcn_misinformation=air-india-is-operating-evacuation-flights-to-bring-back-stranded-indians-from-london,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Mostly false,0, Tokyo Olympics logo has been redesigned on the theme of social distancing.,https://www.poynter.org/?ifcn_misinformation=tokyo-olympics-logo-has-been-redesigned-on-the-theme-of-social-distancing,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Mostly false,0, Bats responsible for the outbreak of coronavirus originated from the rooftop of a house in Wuhan.,https://www.poynter.org/?ifcn_misinformation=bats-responsible-for-the-outbreak-of-coronavirus-originated-from-the-rooftop-of-a-house-in-wuhan,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Mostly false,0, Most of the passengers in an Ethiopian airlines flight from Italy are infected with coronavirus.,https://www.poynter.org/?ifcn_misinformation=most-of-the-passengers-in-the-ethiopian-airlines-flight-from-italy-are-infected-with-coronavirus,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Mostly false,0, Pope Francis contacted coronavirus.,https://www.poynter.org/?ifcn_misinformation=pope-francis-contacted-coronavirus,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Mostly false,0," Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",https://www.poynter.org/?ifcn_misinformation=dr-charles-lieber-a-harvard-professor-was-arrested-for-creating-coronavirus-and-selling-it-to-china,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Mostly false,0, Countries that use nivaquine (chloroquine) against malaria are not affected by coronavirus.,https://www.poynter.org/?ifcn_misinformation=countries-that-use-nivaquine-chloroquine-against-malaria-are-not-affected-by-coronavirus,0,4,4,4,1,1,0,1,N/A,N/A,N/A
misleading,0, PerÃº provided the highest financial bonus to face the quarantine among the whole Latin American countries.,https://www.poynter.org/?ifcn_misinformation=peru-provided-the-highest-financial-bonus-to-face-the-quarantine-among-the-whole-latin-american-countries,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
misleading,0," A video has been viewed thousands of times in multiple posts on Facebook, WhatsApp, Twitter and YouTube alongside a claim it shows a Muslim man spitting at Indian police officers after being detained over scuffles at a coronavirus quarantine centre in April 2020.",https://www.poynter.org/?ifcn_misinformation=a-video-has-been-viewed-thousands-of-times-in-multiple-posts-on-facebook-whatsapp-twitter-and-youtube-alongside-a-claim-it-shows-a-muslim-man-spitting-at-indian-police-officers-after-being-detained,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Misleading,0, Telangana Ministry in India distributed homeopathic tablets claiming to prevent COVID-19.,https://www.poynter.org/?ifcn_misinformation=telangana-ministry-in-india-distributed-homeopathic-tablets-claimed-to-prevent-covid-19,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Misleading,0, People canâ€™t use the right of withdrawal at work because of the outbreak.,https://www.poynter.org/?ifcn_misinformation=is-it-true-that-people-cant-use-the-right-of-withdrawal-at-work-because-of-the-outbreak,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
Misleading,0, Russia said COVID-19 is man-made.,https://www.poynter.org/?ifcn_misinformation=russia-said-cov-is-man-made,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
Misleading,0, Lysol disinfectant label says itâ€™s tested against the new coronavirus.,https://www.poynter.org/?ifcn_misinformation=this-lysol-disinfactant-label-says-its-tested-against-the-new-cov,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
misleading,0, Multiple Facebook posts claim an anti-viral injection that was being developed in the Philippines in April 2020 is a cure for COVID-19.,https://www.poynter.org/?ifcn_misinformation=multiple-facebook-posts-claim-an-anti-viral-injection-that-was-being-developed-in-the-philippines-in-april-2020-is-a-cure-for-covid-19,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0, COVID-19 was known to humans before its outbreak in 2020.,https://www.poynter.org/?ifcn_misinformation=covid-19-was-known-to-humans-before-its-outbreak-in-2020,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Misleading,0, Gargling with hot water can prevent coronavirus infection.,https://www.poynter.org/?ifcn_misinformation=hot-water-gargle-can-prevent-coronavirus,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0, Books predicted the coronavirus before it happened.,https://www.poynter.org/?ifcn_misinformation=books-predicted-the-coronavirus-before-it-happened,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0, States are imposing mandatory leave and statewise school closures due to coronavirus.,https://www.poynter.org/?ifcn_misinformation=states-are-imposing-mandatory-leave-and-statewide-school-closures-due-to-coronavirus,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Misleading,0, Coronavirus patients are being caught on highways in China.,https://www.poynter.org/?ifcn_misinformation=coronavirus-patients-are-being-caught-on-highways-in-china,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0, Does France underestimate the outbreak?,https://www.poynter.org/?ifcn_misinformation=does-france-underestimate-the-outbreak,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0," 14 points of expert advice about coronavirus, including symptoms, prevention and how it spreads.",https://www.poynter.org/?ifcn_misinformation=14-points-that-are-expert-advice-on-coronavirus-including-symptoms-prevention-and-how-it-spreads,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Misleading,0, Shoppers in China storm supermarket after coronavirus outbreak.,https://www.poynter.org/?ifcn_misinformation=shoppers-in-china-storm-supermarket-after-cov-outbreak,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0," Coronavirus has arrived in Sarajevo, Bosnia and Herzegovina.",https://www.poynter.org/?ifcn_misinformation=coronavirus-arrived-in-sarajevo-bosnia-and-herzegovina,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Misleading,0, There is an herbal cure for COVID-19.,https://www.poynter.org/?ifcn_misinformation=there-is-an-herbal-cure-for-cov,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Misleading,0, The FBI raided a Jewish synagogue in New York that hoards N95 masks.,https://www.poynter.org/?ifcn_misinformation=the-fbi-raided-a-jewish-synagogue-in-new-york-that-hoards-n95-masks,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, People from the Muslim community have now started throwing infected notes on the road to spread coronavirus. This new method will make it even more difficult for the police to catch the spread of the virus.,https://www.poynter.org/?ifcn_misinformation=people-from-the-muslim-community-have-now-started-throwing-infected-notes-on-the-road-to-spread-coronavirus-this-new-method-will-make-it-even-more-difficult-for-the-police-to-catch-the-spread-of-the,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Social network users suggest that the â€œMuy interesanteâ€ magazine predicted the coronavirus.,https://www.poynter.org/?ifcn_misinformation=social-network-users-suggest-that-the-muy-interesante-magazine-predicted-the-coronavirus,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, The new hantavirus is a deadly problem emerging in China. There is no cure for it.,https://www.poynter.org/?ifcn_misinformation=the-new-hantavirus-is-a-new-deadly-problem-emerging-in-china-there-is-no-cure-for-it,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Vladimir Putin released 800 tigers andlions to force residents to stay at home.,https://www.poynter.org/?ifcn_misinformation=vladimir-putin-released-800-tigers-and-lions-for-forced-residents-to-stay-at-home,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Saudi English-language magazine Sayidaty addresses novel coronavirus since 2013,https://www.poynter.org/?ifcn_misinformation=saudi-english-language-magazine-sayidaty-addresses-novel-coronavirus-since-2013,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Vladimir Putin says that world leaders are trying to reduce the population.,https://www.poynter.org/?ifcn_misinformation=vladimir-putin-says-that-world-leaders-are-trying-to-reduce-the-population,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, The viral video claims to show the visuals of China police personnel trying to control the patients allegedly suffering from the pandemic.,https://www.poynter.org/?ifcn_misinformation=the-viral-video-claims-to-show-the-visuals-of-china-police-personnel-trying-to-control-the-patients-allegedly-suffering-from-the-pandemic,0,4,4,4,1,1,0,1,N/A,N/A,N/A
misleading,0, Unclear official guidelines from authorities regarding outdoor activities in Denmark. Televised news report showing people outdoors in close proximity to each other casusing social media outrage,https://www.poynter.org/?ifcn_misinformation=unclear-official-guidelines-from-authorities-regarding-outdoor-activities-in-denmark-televised-news-report-showing-people-outdoors-in-close-proximity-to-each-other-casusing-social-media-outrage,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, 35 Italians tourists donâ€™t want to leave Ethiopia and go back in Italy because of the coronavirus.,https://www.poynter.org/?ifcn_misinformation=35-italians-tourists-dont-want-to-leave-ethiopia-and-go-back-in-italy-because-of-the-coronavirus,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Misleading,0, An infographic has been shared thousands of times in multiple Facebook posts which claim it shows a nine-day timeline of the symptoms of the novel coronavirus.,https://www.poynter.org/?ifcn_misinformation=an-infographic-has-been-shared-thousands-of-times-in-multiple-facebook-posts-which-claim-it-shows-a-nine-day-timeline-of-the-symptoms-of-the-novel-coronavirus-covid-19,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Misleading,0, The common cold is the only type of coronavirus.,https://www.poynter.org/?ifcn_misinformation=common-cold-is-the-only-type-of-coronavirus,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, These are measures that protect from novel coronavirus.,https://www.poynter.org/?ifcn_misinformation=these-are-measures-that-supposedly-protect-from-novel-coronavirus-2,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Misleading,0, Radio host Rush Limbaugh compares novel coronavirus to â€œthe common cold.â€,https://www.poynter.org/?ifcn_misinformation=radio-host-rush-limbaugh-compres-novel-coronavirus-to-common-cold,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Misleading,0," These charts show the difference betweem COVID-19, flu and common cold.",https://www.poynter.org/?ifcn_misinformation=these-charts-claim-to-show-the-difference-among-covid-19-flu-common-cold,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Misleading,0, Dettol cleaners can kill the coronavirus.,https://www.poynter.org/?ifcn_misinformation=can-dettol-cleaners-kill-the-corona-virus,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Dettol sanitizer can kill tthe coronavirus. The company knew about the coronavirus back in 2019.,https://www.poynter.org/?ifcn_misinformation=dettol-sanitizer-can-kill-coronavirus-the-company-knew-about-the-coronavirus-back-in-2019,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, There is a link between the COVID-19 and irregular migration.,https://www.poynter.org/?ifcn_misinformation=there-is-a-link-between-the-coronavirus-2019-ncov-and-irregular-migration,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, Boiled ginger can cure the novel coronavirus.,https://www.poynter.org/?ifcn_misinformation=consuming-boiled-ginger-can-cure-novel-coronavirus,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Misleading,0, The coronavirus is related to the treatment given to Uighur Muslims by China,https://www.poynter.org/?ifcn_misinformation=is-the-corona-virus-really-relating-to-chinese-treatment-of-uighur-muslims,0,4,4,4,1,1,0,1,N/A,N/A,N/A
false and misleading,0," A sensationalist headline, misleading readers: â€œDisturbing video: A proof that only today there are 349 dead in Italy, stay at home.â€",https://www.poynter.org/?ifcn_misinformation=a-sensationalist-headline-mislieading-readers-disturbing-video-a-proof-that-only-today-there-are-349-dead-in-italy-stay-at-home,0,4,4,4,1,1,0,1,N/A,N/A,N/A
Fake,0, WHO issued proposal for extending lockdowns to control COVID-19.,https://www.poynter.org/?ifcn_misinformation=who-issued-proposal-for-extending-lockdowns-to-control-covid-19,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Explanatory,0, Are pools open in Guatemala? Can coronavirus be transmitted in a pool?,https://www.poynter.org/?ifcn_misinformation=are-pools-open-in-guatemala-can-coronavirus-be-transmited-in-a-pool,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
Explanatory,0, Viral audio from WhatsApp in which a doctor from the hospital FundaciÃ³n JimÃ©nez DÃ­az in Madrid claims that there are two young patients in very bad condition because of coronavirus and there are no more respirators in intensive care units.,https://www.poynter.org/?ifcn_misinformation=viral-audio-from-whatsapp-in-which-a-doctor-from-hospital-fundacion-jimenez-diaz-in-madrid-claims-that-there-are-two-young-patinents-in-very-bad-condition-because-of-coronavirus-and-there-are-no-more,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Explanatory,0, Gang in Vitoria pretending to be doctors to steal from peopleâ€™s houses.,https://www.poynter.org/?ifcn_misinformation=gang-in-vitoria-pretending-to-be-doctors-to-steal-in-peoples-houses,4,1,5,4,0.8,0.2,1,0,N/A,N/A,N/A
Explanatory,0, We made a Q&A of what we know about the videos of people fainting in the middle of the street.,https://www.poynter.org/?ifcn_misinformation=we-made-a-qa-of-what-we-know-about-the-videos-of-people-fainting-in-the-middle-of-the-street,1,4,5,4,0.8,0.8,0,1,N/A,N/A,N/A
Explanatory,0, Facemasks prevent coronavirus infection.,https://www.poynter.org/?ifcn_misinformation=facemasks-prevent-from-getting-infected,4,0,4,4,1,0,1,0,N/A,N/A,N/A
Explanatory,0," franceinfo hosted a chat with a scientist in order to answer questions about the coronavirus, including fake news",https://www.poynter.org/?ifcn_misinformation=franceinfo-hosted-a-chat-with-a-scientist-in-order-to-answer-questions-about-the-coronavirus-including-fake-news,4,0,4,4,1,0,1,0,N/A,N/A,N/A
FALSE,0," In his televised evening address on Thursday, April 16, President Rodrigo Duterte said the Philippines was the first to impose a lockdown in Asia amid the coronavirus pandemic.",https://www.poynter.org/?ifcn_misinformation=in-his-televised-evening-address-on-thursday-april-16-president-rodrigo-duterte-said-the-philippines-was-the-first-to-impose-a-lockdown-in-asia-amid-the-coronavirus-pandemic,3,4,7,4,0.571428571,0.571428571,0,1,N/A,N/A,N/A
FALSE,0, China exports masks infected with Covid-19.,https://www.poynter.org/?ifcn_misinformation=china-exports-masks-infected-with-covid-19,3,4,7,4,0.571428571,0.571428571,0,1,N/A,N/A,N/A
FALSE,0, A famous Brazilian doctor was defending the approach of â€œvertical social distancing.â€,https://www.poynter.org/?ifcn_misinformation=a-famous-brazilian-doctor-was-defending-the-approach-of-vertical-social-distancing,3,4,7,4,0.571428571,0.571428571,0,1,N/A,N/A,N/A
FALSE,0, Azuay Governor in Ecuador seeks the cure of covid-19 in indigenous medicine.,https://www.poynter.org/?ifcn_misinformation=azuay-governor-in-ecuador-seeks-the-cure-of-covid-19-in-indigenous-medicine,4,3,7,4,0.571428571,0.428571429,1,0,N/A,N/A,N/A
FALSE,0, North Korean leader will execute anyone who is infected with the new coronavirus.,https://www.poynter.org/?ifcn_misinformation=north-korean-leader-will-execute-anyone-who-is-infected-with-coronavirus,3,4,7,4,0.571428571,0.571428571,0,1,N/A,N/A,N/A
FALSE,0, A YouTube chanel and a blog was created to promote the idea that NATO troops are leaving Lithuania due to governments inability to deal with the COVID-19 pandemic,https://www.poynter.org/?ifcn_misinformation=a-youtube-chanel-and-a-blog-was-created-to-promote-the-idea-that-nato-troops-are-leaving-lithuania-due-to-governments-inability-to-deal-with-the-covid-19-pandemic,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Recent news and media claims that the Tuberculosis vaccine- BCG may be effective against Covid-19,https://www.poynter.org/?ifcn_misinformation=recent-news-and-media-claims-that-the-tuberculosis-vaccine-bcg-may-be-effective-against-covid-19,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Image of Sevabharathi workers in India caught in Excise raid for illegally distilling alcohol.,https://www.poynter.org/?ifcn_misinformation=image-of-sevabharathi-workers-in-india-caught-in-excise-raid-for-illegally-distilling-alcohol,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, This video shows a riot in the United States triggered by the oil price collapse.,https://www.poynter.org/?ifcn_misinformation=this-video-shows-a-riot-in-the-united-states-triggered-by-the-oil-price-collapse,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Video shows mass grave in which Covid-19 victims buried in the US.,https://www.poynter.org/?ifcn_misinformation=video-shows-mass-grave-in-which-covid-19-victims-buried-in-the-us,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Chart shows covid-19 kills less people than other diseases.,https://www.poynter.org/?ifcn_misinformation=chart-shows-covid-19-kills-less-people-than-other-diseases,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, The Irish national health service is sending a text message to people asking them to click on a link after coming in contact with someone who has been diagnosed with COVID-19.,https://www.poynter.org/?ifcn_misinformation=the-irish-national-health-service-is-sending-a-text-message-to-people-asking-them-to-click-on-a-link-after-coming-in-contact-with-someone-who-has-been-diagnosed-with-covid-19,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Video post claiming that the US government donated US$ 176 million to Myanmar government as coronavirus aid.,https://www.poynter.org/?ifcn_misinformation=video-post-claiming-that-the-us-government-donated-us-176-million-to-myanmar-government-as-coronavirus-aid,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0," Auto Mercado is giving away $ 500 coupons, or Papa Johnâ€™s pizzas for the covid-19 pandemic.",https://www.poynter.org/?ifcn_misinformation=auto-mercado-is-giving-away-500-coupons-or-papa-johns-pizzas-for-the-covid-19-pandemic,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Hindu man in Rajasthan killed by Muslims amidst lockdown.,https://www.poynter.org/?ifcn_misinformation=hindu-man-in-rajasthan-killed-by-muslims-amidst-lockdown,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Serbian PM stated that citizens of South Korea have to pay to get tested for the coronavirus.,https://www.poynter.org/?ifcn_misinformation=serbian-pm-stated-that-citizens-of-south-korea-have-to-pay-to-get-tested-for-the-coronavirus,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Claim that the Polish government is planning to cut on family benefits due to coronavirus.,https://www.poynter.org/?ifcn_misinformation=claim-that-the-polish-governmnent-is-planning-to-cut-on-family-benefits-due-to-coronavirus,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Beware of food delivery apps in India as they blow into the food before packaging it.,https://www.poynter.org/?ifcn_misinformation=beware-of-food-delivery-apps-in-india-as-they-blow-into-the-food-before-packaging-it,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, Lemon juice and bicarbonate mixture prevents and cures COVID-19 in Israel.,https://www.poynter.org/?ifcn_misinformation=lemon-juice-and-bicarbonate-mixture-prevents-and-cures-covid-19-in-israel,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0," Ginger, onion and garlic help with coronavirus.",https://www.poynter.org/?ifcn_misinformation=ginger-onion-and-garlic-help-with-coronavirus,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0," A photo shows Kabataan Representative Sarah Elago at the mountain of Barangay Puray, Rodriguez, Rizal attending the 51st anniversary of the New Peopleâ€™s Army (NPA).",https://www.poynter.org/?ifcn_misinformation=a-photo-shows-kabataan-representative-sarah-elago-at-the-mountain-of-barangay-puray-rodriguez-rizal-attending-the-51st-anniversary-of-the-new-peoples-army-npa,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Tamil Nadu Govt ordered to re-open TASMAC bars.,https://www.poynter.org/?ifcn_misinformation=tamil-nadu-govt-ordered-to-re-open-tasmac-bars,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Restrictions to transit by your ID-number due to coronavirus.,https://www.poynter.org/?ifcn_misinformation=restrictions-to-transit-by-your-id-number-due-to-coronavirus,2,4,6,4,0.666666667,0.666666667,0,1,N/A,N/A,N/A
FALSE,0, CBS aired wrong video footage of a coronavirus hospital.,https://www.poynter.org/?ifcn_misinformation=cbs-did-air-wrong-video-footage-of-coronavirus-hospital,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya.,https://www.poynter.org/?ifcn_misinformation=a-new-alcohol-free-sanitizer-has-been-developed-by-the-dedan-kimathi-university-in-kenya,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
FALSE,0, Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks â€œeverywhere.â€,https://www.poynter.org/?ifcn_misinformation=says-covid-19-remains-in-the-air-for-eight-hours-and-that-everyone-is-now-required-to-wear-masks-everywhere,4,2,6,4,0.666666667,0.333333333,1,0,N/A,N/A,N/A
